name,website,emails,Linkedin,Facebook,Instagram
Christalks,https://www.christalks.com/?utm_source=google&utm_medium=organic&utm_term=gbp-listing-donaldson-re-coach,,,"[""https://www.facebook.com/TheChrisDonaldson/""]",
Coachco Ca,https://coachco.ca/,"[""matthew@coachco.ca""]",,"[""https://www.facebook.com/RECoachCo/""]","[""https://www.instagram.com/recoachco""]"
Fultongrace,https://www.fultongrace.com/realtors/irais-torres/realtor-in-chicago-il/,"[""iraist@fultongrace.com""]","[""https://www.linkedin.com/company/fulton-grace-realty/""]","[""https://www.facebook.com/fultongracerealty/""]","[""https://www.instagram.com/fultongracerealty/""]"
Homesnap,https://www.homesnap.com/Mircea-Campean/gmb2,,,,
Nikkikofkinrealestate,https://www.nikkikofkinrealestate.com/,,,,
Homesnap,https://www.homesnap.com/Wayne-Beals/gmb,"[""admin@prellorealty.com"",""admin@test.prellorealty.com""]",,"[""https://www.facebook.com/Prello-Realty-171353539569378""]",
Jordan Pyle,https://www.compass.com/agents/jordan-pyle/,"[""info@chicagomultifamilybroker.com"",""ivan@chicagomultifamilybroker.com""]","[""https://www.linkedin.com/in/ivan-mirandabaum"",""https://www.linkedin.com/in/ivan-mirandabaum-77b9ab60?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app""]","[""https://www.facebook.com/ivan.hernandez.56863221?mibextid=LQQJ4d%20"",""https://www.facebook.com/ivan.hernandez.56863221?mibextid=LQQJ4d""]","[""https://www.instagram.com/the_friendly_landlords_podcast?igsh=MXVvdmQzODAzanE0NQ%3D%3D&#038;utm_source=qr"",""https://www.instagram.com/the_friendly_landlords_podcast?igsh=MXVvdmQzODAzanE0NQ%3D%3D&utm_source=qr""]"
Ashley Smith C,https://www.compass.com/agents/ashley-smith-c/,,,"[""https://www.facebook.com/BuzzerRealEstate""]","[""https://www.instagram.com/buzzer_realestate/""]"
Prellorealty,http://www.prellorealty.com/,"[""user@domain.com"",""info@doraziorealestate.com""]","[""https://www.linkedin.com/company/dorazio-real-estate-llc""]","[""http://www.facebook.com/2008/fbml"",""https://www.facebook.com/drozrealestate"",""https://www.facebook.com/tr?id=422809480492618&ev=PageView"",""https://www.facebook.com/groups/chicagoveteransrealestategroup""]","[""https://www.instagram.com/doraziorealestate/""]"
Cnola,http://www.wcnola.com/,,,,
Christalks,https://www.christalks.com/?utm_source=google&utm_medium=organic&utm_term=gbp-listing-donaldson-re-coach,,,,
Coachco Ca,https://coachco.ca/,"[""chris@donaldsoneducation.com""]",,,
Fultongrace,https://www.fultongrace.com/realtors/irais-torres/realtor-in-chicago-il/,,,,
Homesnap,https://www.homesnap.com/Mircea-Campean/gmb2,,,,
Nikkikofkinrealestate,https://www.nikkikofkinrealestate.com/,,,,
Homesnap,https://www.homesnap.com/Wayne-Beals/gmb,,,,
Jordan Pyle,https://www.compass.com/agents/jordan-pyle/,,,,
Ashley Smith C,https://www.compass.com/agents/ashley-smith-c/,,,,
Prellorealty,http://www.prellorealty.com/,,,,
Form Jotform,http://form.jotform.com/230325962881157,,,,
Zillo,https://www.zillow.com/profile/Al%20Zoubi,,,,
Kelsey Shah,https://www.compass.com/agents/kelsey-shah/,,,,
Ashley Donat,https://www.compass.com/agents/ashley-donat/,,,,
Chicagomultifamilybroker,https://chicagomultifamilybroker.com/,,,,
Buzzerrealestate,http://www.buzzerrealestate.com/,,,,
Chicagonorthsiderealty,https://www.chicagonorthsiderealty.com/,,,,
Sarah Jenema,https://www.compass.com/agents/chicago/sarah-jenema/,,,,
Fachicago,http://fachicago.com/,"[""faustinoaguilera@gmail.com""]","[""http://www.linkedin.com/in/faustino-aguilera-Aguilera-Realty""]","[""https://www.facebook.com/AguileraRealty""]","[""https://www.instagram.com/faustinoaguilera/""]"
262 Realty,http://262-realty.com/,,,,
Chicago Evrealestate,https://chicago.evrealestate.com/,"[""db02329e4d63f0061fb2c9af139b3b79@o4506950598787072.ingest.us.sentry.io"",""kshaw@atproperties.com""]","[""https://www.linkedin.com/in/kelseyashaw/""]","[""https://www.facebook.com/KelseyShawChicago"",""https://www.facebook.com/atproperties/""]","[""https://www.instagram.com/chi_millennial"",""https://www.instagram.com/atproperties/""]"
Aptamigo,https://www.aptamigo.com/IL/Chicago?utm_medium=gmb,"[""support@moxiworks.com"",""mail-service@platform.moxiworks.com"",""info@windermere.com"",""mail-service@platform1.moxiworks.com"",""campaigns@info.properties"",""krystal.ruggiero@cbrealty.com"",""900618.lead.lag.101023041@leads.leadrouter.com"",""krystalclearagent@gmail.com""]","[""https://www.linkedin.com/in/krystal-ruggiero-088214327/""]","[""https://www.facebook.com/Herba.MOM526/""]","[""https://www.instagram.com/krystal_ruggiero/""]"
Atproperties,https://www.atproperties.com/agents/5433/kelsey-shaw,"[""ashleybell@atproperties.com"",""swrohloff@gmail.com"",""dominique.harris@kearney.com"",""nmouawad@gmail.com"",""john.c.petersen@gmail.com"",""jillasider@gmail.com"",""jcorgel@gmail.com"",""npearce1@gmail.com"",""jbednar@umich.edu"",""lisabeckettsaul@gmail.com"",""josephspatt@gmail.com"",""lypieper@gmail.com"",""rebecca_blair@hotmail.com"",""ktuttle22@hotmail.com"",""janicemhay@gmail.com"",""benzfin@aol.com"",""davidelkayam@me.com"",""ellen.morris33@gmail.com"",""pai.tina.pai@gmail.com"",""thuynh85@yahoo.com"",""aerotaylor@yahoo.com"",""acohen19@gmail.com"",""laurencaptain1@gmail.com"",""seb.marin29@gmail.com"",""bmurphy.info@gmail.com"",""jessica.pratt9416@gmail.com"",""avald29@gmail.com"",""agarc048@gmail.com"",""dlhc2016@gmail.com"",""kalpatel2009@gmail.com"",""emilynisson@gmail.com"",""jvinck@umich.edu"",""callistalay@gmail.com"",""amy.buban89@ymail.com""]",,"[""https://www.facebook.com/profile.php?id=100009558076586""]","[""https://www.instagram.com/iamashleybell/""]"
Eddiediazrealtor,http://www.eddiediazrealtor.com/,,"[""https://www.linkedin.com/in/vergis-eiland-4792648/""]","[""https://www.facebook.com/VergisEilandRealtor/""]","[""https://www.instagram.com/vergiseilandrealtor""]"
Krystalruggiero Sites Cbmoxi,https://krystalruggiero.sites.cbmoxi.com/,,,,
Atproperties,https://www.atproperties.com/agents/4644/ashley-bell,"[""daisy@daisymaza.com""]","[""https://www.linkedin.com/in/daisy-mazariegos-0a5523131/""]",,"[""https://www.instagram.com/daisymazainchicago/""]"
Chicago Il,https://www.compass.com/agents/locations/chicago-il/37237/,,"[""https://www.linkedin.com/in/sethcaptain/""]",,
Vergiseiland,https://vergiseiland.com/?utm_source=gbp&utm_medium=organic,"[""info@chicago-rentals.com"",""aheredia@chicagorentals.org""]",,"[""https://www.facebook.com/tr?id=2720833171362718&ev=PageView&noscript=1""]",
Fultongrace,https://www.fultongrace.com/?utm_source=GMB&utm_medium=organic,"[""dbarakat@atproperties.com"",""rachel.meyers@ymail.com""]",,,
Daisymaza,https://www.daisymaza.com/,,,,"[""https://www.instagram.com/bluedoordaverealestate/""]"
Captainrealty Net,http://www.captainrealty.net/,"[""cure-header-logo-mobile@2x.png"",""info@urbanrealestate.com""]",,"[""https://www.facebook.com/tr?id=250738453176360&ev=PageView&noscript=1"",""http://www.facebook.com/pages/Chicago-IL/Urban-Real-Estate/126469176320""]","[""https://www.instagram.com/urbanrealestate/""]"
Chicago Rentals,http://www.chicago-rentals.com/,"[""zade.lecaj@thenavagency.com""]","[""https://www.linkedin.com/company/the-nav-agency/about/""]","[""https://www.facebook.com/thenavagency""]","[""https://www.instagram.com/zade.realestate/"",""https://www.instagram.com/thenavagency/""]"
Atproperties,https://www.atproperties.com/agents/20465/deanna-barakat,"[""cengel@atproperties.com""]",,,
Michaelscavogroup,http://michaelscavogroup.com/,,"[""https://www.linkedin.com/in/michael-scavo-413b8410a/""]","[""https://www.facebook.com/themichaelscavogroup""]","[""https://www.instagram.com/michaelscavogroup/"",""https://www.instagram.com/{{username}}"",""https://www.instagram.com/{{../username}}""]"
Realtyofamerica,https://www.realtyofamerica.com/,"[""user@domain.com"",""mike.samm@kw.com""]",,"[""http://www.facebook.com/2008/fbml"",""https://www.facebook.com/lincolnparkteam""]",
Missirliangroup,http://www.missirliangroup.com/,,"[""https://www.linkedin.com/company/dream-town-realty/""]","[""https://www.facebook.com/dreamtown/""]","[""https://www.instagram.com/dreamtownchicago/""]"
Lincolnparkrealestateteam,https://www.lincolnparkrealestateteam.com/,"[""bugreport@moatable.com""]",,,
Aptamigo,https://www.aptamigo.com/jfriedman?utm_content=Google,,,,
Patriciapulido,http://www.patriciapulido.com/,"[""shay@buyselllovechicago.com"",""shay@shayhata.com""]","[""https://linkedin.com/in/shaylawrence/"",""https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.buyselllovechicago.com/spring-plumbing-alert-how-tree-roots-can-impact-your-sewer-line/&amp;title=Spring"",""https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.buyselllovechicago.com/summer-bbq-kick-off-recipes/&amp;title=Summer"",""https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.buyselllovechicago.com/how-offer-terms/&amp;title=How"",""https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.buyselllovechicago.com/&amp;title=Buy""]","[""https://facebook.com/thebuzzaboutchicago"",""https://www.facebook.com/sharer/sharer.php?u=https://www.buyselllovechicago.com/spring-plumbing-alert-how-tree-roots-can-impact-your-sewer-line/"",""https://www.facebook.com/sharer/sharer.php?u=https://www.buyselllovechicago.com/summer-bbq-kick-off-recipes/"",""https://www.facebook.com/sharer/sharer.php?u=https://www.buyselllovechicago.com/how-offer-terms/"",""https://www.facebook.com/sharer/sharer.php?u=https://www.buyselllovechicago.com/""]","[""https://www.instagram.com/buyselllovechicago/""]"
Serenerealtyinc,https://www.serenerealtyinc.com/,,"[""https://www.linkedin.com/company/yourcrossstreet/""]","[""https://www.facebook.com/yourcrossstreet""]","[""https://www.instagram.com/crossstreetsales/"",""https://www.instagram.com/yourcrossstreet/""]"
Plus Cre,https://www.plus-cre.com/,"[""info@world1realty.com""]",,,
Buyselllovechicago,http://www.buyselllovechicago.com/,,"[""https://www.linkedin.com/in/joseph-kotoch-a9095738/""]","[""https://www.facebook.com/joekotochgroup""]","[""https://www.instagram.com/windycityagents/""]"
Greenbetsy,http://greenbetsy.com/,"[""you@domain.com"",""tiffany@fultongrace.com""]",,"[""https://www.facebook.com/poolsharkbroker""]","[""https://www.instagram.com/poolsharkbroker""]"
Yourcrossstreet,https://yourcrossstreet.com/cross-street-sales-division/,,"[""https://www.linkedin.com/in/themarkquesada/""]","[""https://www.facebook.com/MarkQuesadaRealtor/"",""https://www.facebook.com/TheQuesadaGroup/""]","[""https://www.instagram.com/themarkquesada/""]"
Kendricrichardson,http://kendricrichardson.com/,,,,
Orld1Realty,https://world1realty.com/,,,,
Michaelscavogroup,http://michaelscavogroup.com/,,,,
Realtyofamerica,https://www.realtyofamerica.com/,,,,
Missirliangroup,http://www.missirliangroup.com/,,,,
Lincolnparkrealestateteam,https://www.lincolnparkrealestateteam.com/,,,,
Aptamigo,https://www.aptamigo.com/jfriedman?utm_content=Google,,,,
Patriciapulido,http://www.patriciapulido.com/,,,,
Serenerealtyinc,https://www.serenerealtyinc.com/,,,,
Plus Cre,https://www.plus-cre.com/,,"[""https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.buyselllovechicago.com/about-us/&amp;title=About""]","[""https://www.facebook.com/sharer/sharer.php?u=https://www.buyselllovechicago.com/about-us/""]",
Buyselllovechicago,http://www.buyselllovechicago.com/,,"[""https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.buyselllovechicago.com/contact-us/&amp;title=Contact""]","[""https://www.facebook.com/sharer/sharer.php?u=https://www.buyselllovechicago.com/contact-us/""]",
Greenbetsy,http://greenbetsy.com/,,,,
Yourcrossstreet,https://yourcrossstreet.com/cross-street-sales-division/,,,,
Kendricrichardson,http://kendricrichardson.com/,,,,
Orld1Realty,https://world1realty.com/,,,,
Joekotoch,https://joekotoch.com/,,,,
Poolsharkbroker,http://www.poolsharkbroker.com/,,,,
Kyleharvey Bairdwarner,https://kyleharvey.bairdwarner.com/,,,,
Thequesadagroup,http://www.thequesadagroup.com/,,,,
Danielvannarealtor,http://www.danielvannarealtor.com/,,,,
Theacdgroup,http://theacdgroup.com/,"[""logo-wp-180w@4x.png"",""logo-wp-180w@4x-300x44.png"",""info@realtyofchicago.com"",""mark@marksouthwood.com"",""aczechura@agarealtor.com"",""andrew@brokeronsite.com"",""iconover@jamesonsir.com"",""eric.weisheit@exprealty.com"",""benosellschicago@gmail.com"",""baseltarabein@remax.net""]","[""https://www.linkedin.com/company/realty-of-chicago""]","[""https://www.facebook.com/RealtyOfChicago""]","[""https://www.instagram.com/realty_of_chicago/""]"
Carmenandtony,https://www.carmenandtony.com/,"[""info@pearsonrealtygroup.com""]","[""https://www.linkedin.com/company/3790406""]","[""https://www.facebook.com/tr?id=1494965244155134&ev=PageView&noscript=1"",""http://facebook.com/pearsonrealtygroup""]","[""http://instagram.com/pearsonrealtygroup""]"
Realtyofchicago,http://realtyofchicago.com/,"[""4e376b84dfa54d438285936f87ce3cfe@o477720.ingest.sentry.io""]","[""http://www.linkedin.com/pub/howard-thomas/10/49a/1a4""]","[""http://www.facebook.com/profile.php?id=633900776""]",
Pearsonrealtygroup,http://www.pearsonrealtygroup.com/,"[""db02329e4d63f0061fb2c9af139b3b79@o4506950598787072.ingest.us.sentry.io"",""abbykelley@atproperties.com"",""medio847@aol.com"",""saraheazzone@gmail.com"",""dray.patterson16@gmail.com"",""samanthamlane@yahoo.com"",""jordan.watkins@icloud.com"",""aqauthor@gmail.com"",""arkadiygertsman@gmail.com"",""loganmwilliams02@gmail.com""]","[""https://www.linkedin.com/in/abbylkelley/""]","[""https://www.facebook.com/abbykelleychicago"",""https://www.facebook.com/atproperties/""]","[""https://www.instagram.com/abbylkelley/"",""https://www.instagram.com/atproperties/""]"
About Me/Howardthomasrealestate,https://about.me/howardthomasrealestate.com,"[""homes@brightfuturerealty.net""]",,"[""https://www.facebook.com/BFRCHICAGO/""]",
Abbykelley,http://abbykelley.com/,,"[""https://www.linkedin.com/in/edmottoproperties/"",""https://www.linkedin.com/shareArticle?mini=true&url=https://www.edmottoproperties.com&text=&title=&summary=&source="",""https://www.linkedin.com/in/https://www.linkedin.com/in/edmottoproperties/""]","[""https://www.facebook.com/people/Ed-Motto-Real-Estate-Broker/100088314729503/"",""https://www.facebook.com/sharer/sharer.php?u=https://www.edmottoproperties.com"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/{{slug}}"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/2020-n-lincoln-park-w-unit-28ab-chicago-il-us-60614-mrd12722521"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694857407057917259-3026-N-Lake-Shore-Drive"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694107838751813443-453-W-Briar-Place-Unit-PH-WEST"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694139386772399792-551-W-Grant-Place"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694752829221978029-531-W-Grant-Place"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694267898340495368-2120-N-Lincoln-Park-West-Unit-15"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694944950223358955-545-W-Grant-Place"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694411270129114002-353-W-BELDEN-Avenue"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694964242446932615-2342-N-Cleveland-Avenue"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/169415593620134287-453-W-Briar-Place-Unit-2E"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694487032559049786-416-W-Deming-Place-Unit-4"",""https://www.facebook.com/sharer/sharer.php?u=https://edmottoproperties.com/properties/1694314809526725731-2468-N-Orchard-Street-Unit-3""]","[""https://www.instagram.com/edmottoproperties/""]"
Brightfuturerealty Net/Index Html,https://brightfuturerealty.net/index.html,"[""azin@azinamiran.com""]",,,
Edmottoproperties,https://edmottoproperties.com/,"[""user@domain.com"",""aaron@record-realty.com""]",,"[""http://www.facebook.com/2008/fbml""]","[""https://instagram.com/aaronspiromusic""]"
Soldbyazin,http://www.soldbyazin.com/,,,"[""https://www.facebook.com/recover/initiate/?privacy_mutation_token=eyJ0eXBlIjo1LCJjcmVhdGlvbl90aW1lIjoxNzg2MzM1MzYzfQ%3D%3D&amp;ars=facebook_login&amp;next=https%3A%2F%2Fwww.facebook.com%2FRealtyofchicagosouthside"",""https://www.facebook.com/reg/"",""https://www.facebook.com/login/"",""https://www.facebook.com/lite/"",""https://www.facebook.com/watch/"",""https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer"",""https://www.facebook.com/privacy/center/?entry_point=facebook_page_footer"",""https://www.facebook.com/about/"",""https://www.facebook.com/ad_campaign/landing.php?placement=pflo&amp;campaign_id=402047449186&amp;nav_source=unknown&amp;extra_1=auto"",""https://www.facebook.com/pages/create/?ref_type=site_footer"",""https://www.facebook.com/careers/?ref=pf"",""https://www.facebook.com/policies/cookies/"",""https://www.facebook.com/help/568137493302217"",""https://www.facebook.com/policies?ref=pf"",""https://www.facebook.com/help/?ref=pf"",""https://www.facebook.com/help/637205020878504""]",
Record Realty,http://record-realty.com/,"[""ledio@samargroupre.com""]",,,
